"","game_date_x","game_pk","velocity","spin_rate","release_extension","api_break_z_with_gravity","pitcher_run_exp","woba","xwoba","launch_speed","hardhit_percent","barrels_per_pa_percent","home_team","away_team","home_runs","away_runs","park_factor"
"407","2024-04-13",746658,87.4,2114,6.76,2.29205,-2.739,0.349,0.411,93.4,59.375,6.81818181818182,"Cleveland Guardians","New York Yankees",2,8,105
"408","2024-04-13",746658,89.1,2320,5.79,2.32963,0.747,0.29,0.298,92,38.4615384615385,3.03030303030303,"Cleveland Guardians","New York Yankees",2,8,105
"409","2024-04-13",745839,87.8,2046,7.04,2.24087,-2.873,0.378,0.414,91.8,50,8.88888888888889,"New York Mets","Kansas City Royals",7,11,98
"410","2024-04-13",745839,89.2,2307,6.42,2.38472,-1.525,0.342,0.337,89.3,37.9310344827586,7.89473684210526,"New York Mets","Kansas City Royals",7,11,98
"411","2024-04-13",745110,85.1,2140,6.21,2.58052,-8.652,0.509,0.453,90.9,46.6666666666667,11.1111111111111,"Tampa Bay Rays","San Francisco Giants",2,11,100
"412","2024-04-13",745110,88.7,2096,6.64,2.74681,2.087,0.265,0.341,86.7,38.4615384615385,2.77777777777778,"Tampa Bay Rays","San Francisco Giants",2,11,100
"413","2024-04-13",746656,87,2214,6.57,2.53216,-1.507,0.4,0.34,94.1,55.5555555555556,5.12820512820513,"Cleveland Guardians","New York Yankees",2,3,105
"414","2024-04-13",746656,90.3,2482,6.16,2.29548,1.533,0.277,0.246,85,22.2222222222222,2.77777777777778,"Cleveland Guardians","New York Yankees",2,3,105
"415","2024-04-13",747054,88.7,2304,6.5,2.31424,-5.441,0.417,0.387,86.9,44.4444444444444,8.88888888888889,"Baltimore Orioles","Milwaukee Brewers",5,11,98
"416","2024-04-13",747054,87.9,2248,6.81,2.69994,-4.052,0.395,0.401,90.5,42.8571428571428,7.31707317073171,"Baltimore Orioles","Milwaukee Brewers",5,11,98
"417","2024-04-13",745594,91.2,2471,6.31,1.95806,1.991,0.261,0.288,83.9,28.5714285714286,5.55555555555556,"Philadelphia Phillies","Pittsburgh Pirates",4,3,101
"418","2024-04-13",745594,87.2,2210,6.36,2.2934,-0.078,0.326,0.325,86.6,41.6666666666667,7.69230769230769,"Philadelphia Phillies","Pittsburgh Pirates",4,3,101
"419","2024-04-13",746979,86,2111,6.85,2.79415,1.664,0.267,0.199,85.2,20.8333333333333,2.77777777777778,"Boston Red Sox","Los Angeles Angels",7,2,102
"420","2024-04-13",746979,88.2,2162,6.16,2.40985,-1.994,0.38,0.337,86.3,27.2727272727273,5.55555555555556,"Boston Red Sox","Los Angeles Angels",7,2,102
"421","2024-04-13",745676,92.3,2163,6.91,1.755,2.681,0.245,0.235,90.5,56.25,0,"Oakland Athletics","Washington Nationals",1,3,100
"422","2024-04-13",745676,91.2,2346,6.63,2.02783,0.424,0.325,0.254,87.7,37.5,0,"Oakland Athletics","Washington Nationals",1,3,100
"423","2024-04-13",744953,90.4,2479,6.68,2.10876,0.596,0.301,0.291,84.9,35.2941176470588,2.77777777777778,"Toronto Blue Jays","Colorado Rockies",5,3,103
"424","2024-04-13",744953,89,2301,6.32,2.45636,-0.082,0.34,0.353,91.5,58.3333333333333,8.82352941176471,"Toronto Blue Jays","Colorado Rockies",5,3,103
"425","2024-04-13",746811,91.6,2432,6.97,1.85954,2.594,0.228,0.245,89.4,35.7142857142857,0,"Chicago White Sox","Cincinnati Reds",0,5,97
"426","2024-04-13",746811,86.5,2308,6.71,2.54711,3.819,0.165,0.242,89.4,33.3333333333333,3.125,"Chicago White Sox","Cincinnati Reds",0,5,97
"427","2024-04-13",746405,90.5,2184,6.64,1.89047,1.056,0.283,0.289,88.4,25,0,"Houston Astros","Texas Rangers",9,2,102
"428","2024-04-13",746405,88.1,2392,6.28,2.2537,-3.081,0.407,0.373,90,40,4.65116279069767,"Houston Astros","Texas Rangers",9,2,102
"429","2024-04-13",745272,88.8,2106,6.43,2.05177,2.403,0.209,0.261,91.6,42.3076923076923,0,"Seattle Mariners","Chicago Cubs",1,4,89
"430","2024-04-13",745272,89.8,2264,6.68,2.04308,-0.312,0.266,0.311,91,60,6.06060606060606,"Seattle Mariners","Chicago Cubs",1,4,89
"431","2024-04-13",746161,85.3,1789,6.65,2.70063,0.102,0.277,0.372,85.3,26.9230769230769,7.89473684210526,"Los Angeles Dodgers","San Diego Padres",5,2,97
"432","2024-04-13",746161,91.2,2186,6.53,1.92633,2.712,0.224,0.3,85.6,24,0,"Los Angeles Dodgers","San Diego Padres",5,2,97
"433","2024-04-13",746082,90.2,2462,6.23,2.37978,2.171,0.226,0.273,89.7,54.5454545454545,6.06060606060606,"Miami Marlins","Atlanta Braves",5,1,113
"434","2024-04-13",746082,86.9,2153,6.48,2.86139,0.357,0.314,0.277,81.6,16.6666666666667,2.94117647058824,"Miami Marlins","Atlanta Braves",5,1,113
"435","2024-04-13",746490,88.8,2266,6.52,1.98037,0.002,0.286,0.259,86.4,30.4347826086957,8.10810810810811,"Detroit Tigers","Minnesota Twins",1,4,99
"436","2024-04-13",746490,88.8,2260,6.6,2.20144,4.187,0.143,0.269,92.2,42.8571428571428,3.125,"Detroit Tigers","Minnesota Twins",1,4,99
"437","2024-04-13",747215,88.4,2252,6.84,2.43262,0.669,0.311,0.337,86.7,43.4782608695652,9.375,"Arizona Diamondbacks","St. Louis Cardinals",4,2,104
"438","2024-04-13",747215,91.4,2281,6.76,1.79629,0.959,0.291,0.294,90.6,46.875,2.7027027027027,"Arizona Diamondbacks","St. Louis Cardinals",4,2,104
"439","2024-04-14",746648,90.4,2320,5.92,2.04432,-4.351,0.332,0.359,89.2,48.1481481481482,6.97674418604651,"Cleveland Guardians","New York Yankees",8,7,105
"440","2024-04-14",746648,88.8,2176,6.5,2.19665,-2.004,0.362,0.344,90,46.6666666666667,10,"Cleveland Guardians","New York Yankees",8,7,105
"441","2024-04-14",745595,90.3,2294,6.68,2.28412,-2.736,0.382,0.299,90.7,47.8260869565217,2.27272727272727,"Philadelphia Phillies","Pittsburgh Pirates",2,9,101
"442","2024-04-14",745595,90.5,2443,6.35,2.21223,-0.067,0.271,0.29,91.8,55.5555555555556,3.03030303030303,"Philadelphia Phillies","Pittsburgh Pirates",2,9,101
"443","2024-04-14",745681,88.1,2112,6.27,2.53663,-2.97,0.415,0.41,89.9,39.2857142857143,4.76190476190476,"Oakland Athletics","Washington Nationals",7,6,100
"444","2024-04-14",745681,86.5,2066,6.82,2.39967,-1.603,0.375,0.369,91.2,39.1304347826087,8.10810810810811,"Oakland Athletics","Washington Nationals",7,6,100
"445","2024-04-14",746975,85.3,2228,6.24,2.17053,-5.346,0.413,0.39,88,30,11.1111111111111,"Boston Red Sox","Los Angeles Angels",5,4,102
"446","2024-04-14",746975,89.3,2194,6.61,2.48596,-0.651,0.342,0.345,88.6,43.4782608695652,5.12820512820513,"Boston Red Sox","Los Angeles Angels",5,4,102
"447","2024-04-14",746810,92.6,2473,6.06,1.90317,0.666,0.272,0.258,84.2,21.7391304347826,2.5,"Chicago White Sox","Cincinnati Reds",4,11,97
"448","2024-04-14",746810,88.2,2364,6.25,2.40612,-3.177,0.355,0.474,91.1,46.875,12.7659574468085,"Chicago White Sox","Cincinnati Reds",4,11,97
"449","2024-04-14",746079,90.2,2284,6,2.214,-2.999,0.392,0.406,90,46.4285714285714,14.2857142857143,"Miami Marlins","Atlanta Braves",7,9,113
"450","2024-04-14",746079,87.4,2487,6.38,2.64519,-1.5,0.345,0.237,88.8,33.3333333333333,5.4054054054054,"Miami Marlins","Atlanta Braves",7,9,113
"451","2024-04-14",747056,89.9,2568,6.5,2.61599,-0.228,0.363,0.314,89.3,42.3076923076923,5.26315789473684,"Baltimore Orioles","Milwaukee Brewers",6,4,98
"452","2024-04-14",747056,87,2155,6.58,2.67902,-5.092,0.435,0.399,90.2,34.6153846153846,8.33333333333333,"Baltimore Orioles","Milwaukee Brewers",6,4,98
"453","2024-04-14",744952,90.4,2122,6.79,2.11427,-0.741,0.343,0.307,87,26.6666666666667,0,"Toronto Blue Jays","Colorado Rockies",5,0,103
"454","2024-04-14",744952,88.6,2178,6.6,2.53845,4.582,0.139,0.229,92,52.6315789473684,0,"Toronto Blue Jays","Colorado Rockies",5,0,103
"455","2024-04-14",746164,90,2117,6.56,1.9951,-4.302,0.437,0.437,91.5,60,4.8780487804878,"Los Angeles Dodgers","San Diego Padres",3,6,97
"456","2024-04-14",746164,88.3,2232,6.44,2.50899,2.421,0.254,0.328,87,34.4827586206897,0,"Los Angeles Dodgers","San Diego Padres",3,6,97
"457","2024-04-14",745271,88.7,2068,6.45,2.17148,-0.119,0.287,0.301,90.3,33.3333333333333,2.94117647058824,"Seattle Mariners","Chicago Cubs",2,3,89
"458","2024-04-14",745271,90.8,2181,5.48,2.23518,2.06,0.272,0.262,87.8,33.3333333333333,6.06060606060606,"Seattle Mariners","Chicago Cubs",2,3,89
"459","2024-04-14",747216,89.2,2254,6.39,2.38471,1.176,0.272,0.307,88.5,44,3.03030303030303,"Arizona Diamondbacks","St. Louis Cardinals",5,0,104
"460","2024-04-14",747216,88,2259,6.64,2.48837,3.675,0.192,0.239,92,50,0,"Arizona Diamondbacks","St. Louis Cardinals",5,0,104
"461","2024-04-14",746492,90.2,2280,6.57,2.32413,1.557,0.269,0.328,88.2,20.8333333333333,0,"Detroit Tigers","Minnesota Twins",4,3,99
"462","2024-04-14",746492,86.4,2249,6.76,2.68192,0.326,0.313,0.247,83.2,22.2222222222222,6.25,"Detroit Tigers","Minnesota Twins",4,3,99
"463","2024-04-14",745841,90.8,2468,6.22,2.13862,0.116,0.322,0.326,85.9,36.3636363636364,0,"New York Mets","Kansas City Royals",2,1,98
"464","2024-04-14",745841,89,2357,6.57,2.34361,2.369,0.193,0.185,85.3,26.6666666666667,0,"New York Mets","Kansas City Royals",2,1,98
"465","2024-04-14",746404,86.7,2314,6.12,2.42263,-1.236,0.359,0.309,90.9,44.8275862068966,5.26315789473684,"Houston Astros","Texas Rangers",8,5,102
"466","2024-04-14",746404,89.4,2111,6.74,2.45341,-3.11,0.423,0.391,91.7,58.6206896551724,7.89473684210526,"Houston Astros","Texas Rangers",8,5,102
"467","2024-04-14",745113,85.3,2278,6.36,2.44083,0.071,0.328,0.207,84.3,29.6296296296296,0,"Tampa Bay Rays","San Francisco Giants",9,4,100
"468","2024-04-14",745113,88.1,2343,6.55,2.43643,-5.553,0.423,0.357,87.7,39.2857142857143,11.1111111111111,"Tampa Bay Rays","San Francisco Giants",9,4,100
"469","2024-04-15",747213,89.8,2317,6.37,2.27434,2.47,0.264,0.303,89.8,43.3333333333333,2.22222222222222,"Arizona Diamondbacks","Chicago Cubs",2,3,104
"470","2024-04-15",747213,91.6,2263,6.51,1.99798,4.772,0.148,0.325,87,40.7407407407407,5.12820512820513,"Arizona Diamondbacks","Chicago Cubs",2,3,104
"471","2024-04-15",746406,90.1,2386,6.87,2.11366,-0.243,0.348,0.333,86.7,40.7407407407407,2.32558139534884,"Houston Astros","Atlanta Braves",1,6,102
"472","2024-04-15",746406,87.3,2304,6.19,2.31408,2.437,0.248,0.302,89.1,56,2.77777777777778,"Houston Astros","Atlanta Braves",1,6,102
"473","2024-04-15",746158,88.5,1984,6.77,2.22179,2.446,0.241,0.232,91.8,51.8518518518518,5.4054054054054,"Los Angeles Dodgers","Washington Nationals",4,6,97
"474","2024-04-15",746158,90.9,2510,7.02,2.19008,0.112,0.331,0.387,85.7,35.7142857142857,10.8108108108108,"Los Angeles Dodgers","Washington Nationals",4,6,97
"475","2024-04-15",745268,88,2168,5.99,2.28963,-2.901,0.427,0.374,88.1,32,7.89473684210526,"Seattle Mariners","Cincinnati Reds",9,3,89
"476","2024-04-15",745268,91,2181,6.78,2.18656,0.147,0.303,0.259,89.6,30.4347826086957,9.09090909090909,"Seattle Mariners","Cincinnati Reds",9,3,89
"477","2024-04-15",745840,88,2232,6.9,2.45509,2.836,0.202,0.268,88.5,35,0,"New York Mets","Pittsburgh Pirates",6,3,98
"478","2024-04-15",745840,88.5,2145,6.35,2.11972,-1.564,0.327,0.398,80,33.3333333333333,7.69230769230769,"New York Mets","Pittsburgh Pirates",6,3,98
"479","2024-04-15",746080,90,2136,6.56,2.30956,0.939,0.287,0.316,89.9,38.0952380952381,2.63157894736842,"Miami Marlins","San Francisco Giants",3,4,113
"480","2024-04-15",746080,90.5,2253,6.45,2.26515,0.342,0.299,0.299,89.2,41.9354838709677,5.4054054054054,"Miami Marlins","San Francisco Giants",3,4,113
"481","2024-04-15",746974,88.3,2272,6.23,2.1731,-0.664,0.312,0.358,86.9,33.3333333333333,11.1111111111111,"Boston Red Sox","Cleveland Guardians",0,6,102
"482","2024-04-15",746974,86.2,2294,6.33,2.49109,5.036,0.126,0.299,91.6,45.4545454545455,9.375,"Boston Red Sox","Cleveland Guardians",0,6,102
"483","2024-04-15",746002,91.8,2183,6.7,2.10961,-0.429,0.318,0.277,84,29.0322580645161,0,"Milwaukee Brewers","San Diego Padres",3,7,98
"484","2024-04-15",746002,88.5,2569,6.28,2.61952,-1.462,0.344,0.322,86.2,41.3793103448276,2.56410256410256,"Milwaukee Brewers","San Diego Padres",3,7,98
"485","2024-04-15",747053,88.8,2137,6.39,2.40237,0.228,0.343,0.295,91.1,44.4444444444444,8.33333333333333,"Baltimore Orioles","Minnesota Twins",7,4,98
"486","2024-04-15",747053,90.6,2177,6.85,2.2815,-2.56,0.407,0.415,95.7,58.6206896551724,7.69230769230769,"Baltimore Orioles","Minnesota Twins",7,4,98
"487","2024-04-15",746488,88.7,2341,5.85,2.21285,1.559,0.242,0.345,86.2,40.9090909090909,0,"Detroit Tigers","Texas Rangers",0,1,99
"488","2024-04-15",746488,88.8,2322,5.85,2.46317,3.237,0.213,0.242,91,60,0,"Detroit Tigers","Texas Rangers",0,1,99
"489","2024-04-15",745106,85.9,2412,6.85,2.92517,-2.368,0.414,0.343,87.7,37.5,2.4390243902439,"Tampa Bay Rays","Los Angeles Angels",3,7,100
"490","2024-04-15",745106,88.2,2170,6.29,2.2769,2.993,0.224,0.312,84.8,33.3333333333333,5.71428571428571,"Tampa Bay Rays","Los Angeles Angels",3,7,100
"491","2024-04-15",745677,88.4,2282,6.05,2.15511,0.192,0.315,0.261,86.2,28,0,"Oakland Athletics","St. Louis Cardinals",1,3,100
"492","2024-04-15",745677,88.8,2482,6.47,2.59523,3.031,0.214,0.239,87.4,30,6.45161290322581,"Oakland Athletics","St. Louis Cardinals",1,3,100
"493","2024-04-15",746813,90.1,2309,6.79,1.78713,1.17,0.242,0.315,87.3,29.1666666666667,5.55555555555556,"Chicago White Sox","Kansas City Royals",0,2,97
"494","2024-04-15",746813,88.4,2546,6.49,2.49323,4.33,0.154,0.253,87.9,21.7391304347826,3.125,"Chicago White Sox","Kansas City Royals",0,2,97
"495","2024-04-15",744951,92.6,2320,6.63,1.62045,0.166,0.297,0.269,88.8,41.1764705882353,0,"Toronto Blue Jays","New York Yankees",3,1,103
"496","2024-04-15",744951,87,2228,6.43,2.70814,3.83,0.158,0.305,92.2,47.8260869565217,9.67741935483871,"Toronto Blue Jays","New York Yankees",3,1,103
"497","2024-04-15",745597,89.3,2015,6.5,2.3274,2.953,0.215,0.265,83,20.6896551724138,2.77777777777778,"Philadelphia Phillies","Colorado Rockies",2,1,101
"498","2024-04-15",745597,87.9,2364,7.1,2.62484,3.791,0.195,0.224,89.2,39.1304347826087,5.88235294117647,"Philadelphia Phillies","Colorado Rockies",2,1,101
"499","2024-04-16",747214,87.3,2202,6.35,2.43766,-8.384,0.449,0.397,88.3,35.2941176470588,4,"Arizona Diamondbacks","Chicago Cubs",12,11,104
"500","2024-04-16",747214,87.2,2141,6.52,2.41255,-3.225,0.427,0.294,89.7,35.2941176470588,4.44444444444444,"Arizona Diamondbacks","Chicago Cubs",12,11,104
"501","2024-04-16",746976,88.9,2293,6.74,2.16611,-2.927,0.386,0.297,88.6,39.3939393939394,4.16666666666667,"Boston Red Sox","Cleveland Guardians",7,10,102
"502","2024-04-16",746976,87.6,2100,6.69,2.53,-1.564,0.348,0.364,89.4,34.2105263157895,6.25,"Boston Red Sox","Cleveland Guardians",7,10,102
"503","2024-04-16",745108,88.1,2555,6.06,2.37731,1.843,0.207,0.276,86.6,29.0322580645161,8.51063829787234,"Tampa Bay Rays","Los Angeles Angels",7,6,100
"504","2024-04-16",745108,91.9,2286,6.43,2.25438,2.588,0.232,0.316,86.3,32.258064516129,6.12244897959184,"Tampa Bay Rays","Los Angeles Angels",7,6,100
"505","2024-04-16",744944,92.3,2408,6.22,1.79634,-0.655,0.324,0.321,91.2,43.4782608695652,0,"Toronto Blue Jays","New York Yankees",5,4,103
"506","2024-04-16",744944,89.6,2345,6.78,2.27162,1.921,0.236,0.268,86.4,26.0869565217391,0,"Toronto Blue Jays","New York Yankees",5,4,103
"507","2024-04-16",745270,88.8,2123,6.61,2.03522,-0.017,0.333,0.291,90.5,43.75,0,"Seattle Mariners","Cincinnati Reds",3,1,89
"508","2024-04-16",745270,91.7,1814,7.12,2.00218,2.999,0.185,0.312,90.6,42.8571428571428,5.88235294117647,"Seattle Mariners","Cincinnati Reds",3,1,89
"509","2024-04-16",746004,90.9,2541,6.24,2.25235,1.525,0.269,0.356,90.3,42.8571428571428,7.69230769230769,"Milwaukee Brewers","San Diego Padres",3,6,98
"510","2024-04-16",746004,89.4,2250,6.43,2.23994,-0.601,0.317,0.263,89.8,48,2.63157894736842,"Milwaukee Brewers","San Diego Padres",3,6,98
"511","2024-04-16",746081,89.7,2174,6.35,2.40544,-0.061,0.324,0.328,87.8,40,5.26315789473684,"Miami Marlins","San Francisco Giants",6,3,113
"512","2024-04-16",746081,88.1,2381,5.94,2.59542,-0.868,0.314,0.275,89.2,50,5.4054054054054,"Miami Marlins","San Francisco Giants",6,3,113
"513","2024-04-16",745837,88.1,2020,6.39,2.32086,2.745,0.215,0.304,89.5,38.8888888888889,2.85714285714286,"New York Mets","Pittsburgh Pirates",3,1,98
"514","2024-04-16",745837,91.4,2369,6.74,2.20419,2.961,0.201,0.216,82.3,21.0526315789474,0,"New York Mets","Pittsburgh Pirates",3,1,98
"515","2024-04-16",746400,89.8,2274,6.37,2.24473,2.039,0.273,0.286,90.6,45.8333333333333,2.77777777777778,"Houston Astros","Atlanta Braves",2,6,102
"516","2024-04-16",746400,91.1,2265,6.52,2.10299,-3.09,0.396,0.363,90.5,43.3333333333333,2.5,"Houston Astros","Atlanta Braves",2,6,102
"517","2024-04-16",745674,86,2211,6.49,2.71831,1.911,0.219,0.299,83,18.1818181818182,5.55555555555556,"Oakland Athletics","St. Louis Cardinals",2,3,100
"518","2024-04-16",745674,90.2,2443,6.34,2.17815,3.48,0.201,0.297,87.4,41.3793103448276,12.1212121212121,"Oakland Athletics","St. Louis Cardinals",2,3,100
"519","2024-04-16",747051,89.6,2306,7.07,2.33879,0.659,0.278,0.288,93.3,54.5454545454545,2.77777777777778,"Baltimore Orioles","Minnesota Twins",11,3,98
"520","2024-04-16",747051,87.2,2126,6.74,2.33791,-5.149,0.466,0.48,93.4,51.5151515151515,11.9047619047619,"Baltimore Orioles","Minnesota Twins",11,3,98
"521","2024-04-16",746157,88.4,2140,6.7,2.30797,-4.804,0.434,0.413,90.9,61.5384615384615,5.26315789473684,"Los Angeles Dodgers","Washington Nationals",6,2,97
"522","2024-04-16",746157,86.6,2109,6.23,2.58289,2.214,0.242,0.26,86.9,37.037037037037,5.88235294117647,"Los Angeles Dodgers","Washington Nationals",6,2,97
"523","2024-04-16",746486,89.2,2129,6.95,2.42635,3.903,0.176,0.285,91.6,39.1304347826087,8.82352941176471,"Detroit Tigers","Texas Rangers",4,2,99
"524","2024-04-16",746486,88.5,2116,6.5,2.19415,1.983,0.25,0.333,87.7,31.578947368421,9.09090909090909,"Detroit Tigers","Texas Rangers",4,2,99
"525","2024-04-16",745593,87,2246,6.61,2.36788,-1.38,0.331,0.29,85.9,38.0952380952381,6.66666666666667,"Philadelphia Phillies","Colorado Rockies",5,0,101
"526","2024-04-16",745593,85.9,1919,6.29,2.94607,2.91,0.214,0.218,79.4,21.7391304347826,0,"Philadelphia Phillies","Colorado Rockies",5,0,101
"527","2024-04-17",744948,89.6,2158,6.5,2.10838,-2.411,0.398,0.336,90.9,40,7.5,"Toronto Blue Jays","New York Yankees",4,6,103
"528","2024-04-17",744948,89.4,2316,5.77,2.51414,-0.536,0.353,0.294,86.6,41.3793103448276,5.26315789473684,"Toronto Blue Jays","New York Yankees",4,6,103
"529","2024-04-17",746401,87.7,2445,6.38,2.44944,0.653,0.253,0.279,94.8,55.5555555555556,7.14285714285714,"Houston Astros","Atlanta Braves",4,5,102
"530","2024-04-17",746401,88.4,2301,6.45,2.55385,-0.626,0.352,0.302,89.4,37.9310344827586,7.14285714285714,"Houston Astros","Atlanta Braves",4,5,102
"531","2024-04-17",746487,87.2,2190,6.57,2.61063,-0.459,0.325,0.383,88.4,43.4782608695652,7.5,"Detroit Tigers","Texas Rangers",4,5,99
"532","2024-04-17",746487,90.7,2103,6.3,2.1,0.047,0.231,0.341,86.2,35.7142857142857,8.33333333333333,"Detroit Tigers","Texas Rangers",4,5,99
"533","2024-04-17",745591,90.7,2222,6.66,2.3555,0.469,0.318,0.266,88.9,23.0769230769231,0,"Philadelphia Phillies","Colorado Rockies",7,6,101
"534","2024-04-17",745591,90.2,2247,6.36,2.21593,-2.752,0.436,0.352,87.3,44,7.89473684210526,"Philadelphia Phillies","Colorado Rockies",7,6,101
"535","2024-04-17",746076,88.8,2235,6.44,2.49098,1.577,0.272,0.263,87.2,32,2.7027027027027,"Miami Marlins","San Francisco Giants",1,3,113
"536","2024-04-17",746076,89.9,2089,6.32,2.52017,1.436,0.231,0.326,90.2,45.8333333333333,9.67741935483871,"Miami Marlins","San Francisco Giants",1,3,113
"537","2024-04-17",745105,88.3,1823,6.37,2.33658,-0.566,0.328,0.325,88.2,31.0344827586207,5.12820512820513,"Tampa Bay Rays","Los Angeles Angels",4,5,100
"538","2024-04-17",745105,86.8,2229,6.02,2.50124,-0.868,0.342,0.247,90.4,44.4444444444444,2.7027027027027,"Tampa Bay Rays","Los Angeles Angels",4,5,100
"539","2024-04-17",746807,89.3,2262,6.61,2.36727,-1.129,0.314,0.397,91.5,46.4285714285714,8.33333333333333,"Chicago White Sox","Kansas City Royals",2,4,97
"540","2024-04-17",746807,87.5,2253,6.86,2.56993,2.054,0.243,0.333,90.1,50,6.06060606060606,"Chicago White Sox","Kansas City Royals",2,4,97
"541","2024-04-17",745267,88.6,2427,6.57,2.01744,-4.872,0.42,0.357,91.3,40.9090909090909,13.1578947368421,"Seattle Mariners","Cincinnati Reds",5,1,89
"542","2024-04-17",745267,89.6,2157,6.36,2.21739,3.983,0.094,0.198,84.6,18.75,6.89655172413793,"Seattle Mariners","Cincinnati Reds",5,1,89
"543","2024-04-17",745671,89.1,2345,6.26,2.44396,1.541,0.275,0.3,90.9,47.3684210526316,0,"Oakland Athletics","St. Louis Cardinals",6,3,100
"544","2024-04-17",745671,89.9,2322,6.44,2.17213,-1.608,0.375,0.368,89.8,40.7407407407407,8.33333333333333,"Oakland Athletics","St. Louis Cardinals",6,3,100
"545","2024-04-17",746159,88.3,2331,6.18,2.237,2.474,0.24,0.274,94.5,44.4444444444444,2.94117647058824,"Los Angeles Dodgers","Washington Nationals",0,2,97
"546","2024-04-17",746159,93.2,2242,6.63,1.89449,3.554,0.198,0.26,89,36.3636363636364,0,"Los Angeles Dodgers","Washington Nationals",0,2,97
"547","2024-04-17",746809,88.6,2158,6.64,2.3515,3.858,0.222,0.229,84.4,29.1666666666667,0,"Chicago White Sox","Kansas City Royals",2,1,97
"548","2024-04-17",746809,85.8,2031,6.52,2.48537,0.928,0.3,0.354,84.5,33.3333333333333,9.375,"Chicago White Sox","Kansas City Royals",2,1,97
"549","2024-04-17",745836,90.9,2152,6.42,2.04734,2.723,0.202,0.222,87.5,45.4545454545455,0,"New York Mets","Pittsburgh Pirates",9,1,98
"550","2024-04-17",745836,88.6,2145,7.03,2.07774,-3.405,0.367,0.351,89.6,30.7692307692308,8.10810810810811,"New York Mets","Pittsburgh Pirates",9,1,98
"551","2024-04-17",747049,91.3,2311,6.5,1.88674,3.236,0.207,0.248,88.2,47.8260869565217,0,"Baltimore Orioles","Minnesota Twins",4,2,98
"552","2024-04-17",747049,90.7,2349,6.78,2.11636,0.205,0.32,0.29,91.7,57.1428571428571,9.09090909090909,"Baltimore Orioles","Minnesota Twins",4,2,98
"553","2024-04-17",747212,88.6,2353,6.62,2.41832,0.939,0.258,0.26,90.8,46.4285714285714,5.55555555555556,"Arizona Diamondbacks","Chicago Cubs",3,5,104
"554","2024-04-17",747212,88,2233,6.52,2.36742,0.162,0.307,0.307,86.2,33.3333333333333,11.1111111111111,"Arizona Diamondbacks","Chicago Cubs",3,5,104
"555","2024-04-17",746005,91,2248,6.68,2.14843,2.882,0.237,0.288,82,29.6296296296296,0,"Milwaukee Brewers","San Diego Padres",1,0,98
"556","2024-04-17",746005,88.8,2297,6.08,2.26803,3.815,0.144,0.182,84.3,26.6666666666667,0,"Milwaukee Brewers","San Diego Padres",1,0,98
"557","2024-04-17",746973,86.1,2129,7.08,2.50966,1.017,0.229,0.219,90,47.0588235294118,0,"Boston Red Sox","Cleveland Guardians",2,0,102
"558","2024-04-17",746973,87.3,2241,5.79,3.20181,5.649,0.091,0.115,85.7,30,0,"Boston Red Sox","Cleveland Guardians",2,0,102
"559","2024-04-18",746485,90.2,2296,6.44,2.05325,-1.794,0.38,0.365,91.3,51.6129032258064,9.09090909090909,"Detroit Tigers","Texas Rangers",7,9,99
"560","2024-04-18",746485,86.4,2147,6.23,2.55805,-4.852,0.41,0.366,86.8,34.2857142857143,8.69565217391304,"Detroit Tigers","Texas Rangers",7,9,99
"561","2024-04-18",746970,86.3,2158,6.45,2.83159,0.29,0.268,0.331,88,39.2857142857143,2.7027027027027,"Boston Red Sox","Cleveland Guardians",4,5,102
"562","2024-04-18",746970,87.6,2116,6.68,2.55129,1.307,0.228,0.242,89.6,50,0,"Boston Red Sox","Cleveland Guardians",4,5,102
"563","2024-04-18",745104,90.3,2425,6.72,1.69288,2.741,0.21,0.27,91.8,57.1428571428571,5.71428571428571,"Tampa Bay Rays","Los Angeles Angels",2,1,100
"564","2024-04-18",745104,88.7,2213,6.02,2.40036,2.287,0.218,0.219,86.3,33.3333333333333,0,"Tampa Bay Rays","Los Angeles Angels",2,1,100
"565","2024-04-18",745356,88.3,1955,6.77,2.98208,5.209,0.111,0.266,87.6,42.8571428571428,6.66666666666667,"San Francisco Giants","Arizona Diamondbacks",5,0,97
"566","2024-04-18",745356,86.7,2042,6.33,2.37871,0.305,0.281,0.322,89.2,46.4285714285714,2.94117647058824,"San Francisco Giants","Arizona Diamondbacks",5,0,97
"567","2024-04-19",745352,84.4,2337,6.44,2.92536,-7.048,0.495,0.4,93,58.1395348837209,5.66037735849057,"San Francisco Giants","Arizona Diamondbacks",1,17,97
"568","2024-04-19",745352,88.6,2065,6.57,2.34992,3.331,0.216,0.276,87.4,26.9230769230769,3.03030303030303,"San Francisco Giants","Arizona Diamondbacks",1,17,97
"569","2024-04-19",746160,87.1,2187,6.75,2.54562,0.659,0.255,0.348,92.9,56,4.8780487804878,"Los Angeles Dodgers","New York Mets",4,9,97
"570","2024-04-19",746160,88.9,2161,6.51,2.70272,-4.286,0.382,0.391,92.5,62.0689655172414,9.09090909090909,"Los Angeles Dodgers","New York Mets",4,9,97
"571","2024-04-19",744872,90.7,2157,6.82,1.97601,-0.908,0.349,0.336,87.7,30.3030303030303,0,"Washington Nationals","Houston Astros",3,5,99
